-169825.738052,-178813.240387,-173684.543214,-171818.776049,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169975.070056,-178495.845615,-173900.528121,-171190.133237,-187500.022352,-186123.780742,-187500.022352,-187500.022352,0
-169963.33539,-178516.319813,-173880.858586,-171231.215743,-187500.022352,-186218.015697,-187500.022352,-187500.022352,0
-169808.16958,-178831.971148,-173659.352798,-171860.238535,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169793.775057,-178848.466736,-173644.399481,-171896.537768,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169944.738739,-178531.519,-173861.725493,-171267.157348,-187500.022352,-186344.77244,-187500.022352,-187500.022352,0
-169970.711466,-178468.442377,-173898.225891,-171144.446271,-187500.022352,-186029.814008,-187500.022352,-187500.022352,0
-169819.926598,-178773.588392,-173681.056342,-171752.324313,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169763.980182,-178867.800995,-173608.770801,-171946.493917,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169905.757297,-178571.819195,-173812.171675,-171357.77132,-187500.022352,-186605.818463,-187500.022352,-187500.022352,0
-169966.554042,-178427.493981,-173900.751639,-171077.458093,-187500.022352,-185901.045609,-187500.022352,-187500.022352,0
-169832.845906,-178704.230929,-173705.442095,-171625.902847,-187500.022352,-187273.241553,-187500.022352,-187500.022352,0
-169742.969542,-178873.388931,-173583.982716,-171967.951592,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169866.418227,-178619.920149,-173760.762663,-171461.818691,-187500.022352,-186896.838176,-187500.022352,-187500.022352,0
-169963.737722,-178411.065449,-173901.578653,-171049.652523,-187500.022352,-185856.677396,-187500.022352,-187500.022352,0
-169855.622334,-178639.969664,-173741.137831,-171501.291871,-187500.022352,-186981.908915,-187500.022352,-187500.022352,0
-169730.027882,-178865.297599,-173570.70578,-171961.000199,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169822.854677,-178666.858812,-173705.352688,-171566.760131,-187500.022352,-187192.663514,-187500.022352,-187500.022352,0
-169944.358759,-178401.096571,-173882.289098,-171043.617552,-187500.022352,-185880.705521,-187500.022352,-187500.022352,0
-169867.312296,-178565.381892,-173766.350599,-171366.957887,-187500.022352,-186682.261429,-187500.022352,-187500.022352,0
-169722.517696,-178840.06248,-173565.96721,-171921.437612,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169785.303746,-178716.658499,-173656.670589,-171672.483882,-187500.022352,-187481.380997,-187500.022352,-187500.022352,0
-169927.058509,-178416.251053,-173862.083121,-171077.301631,-187500.022352,-185989.08913,-187500.022352,-187500.022352,0
-169883.070276,-178502.349973,-173795.363163,-171248.694807,-187500.022352,-186412.230004,-187500.022352,-187500.022352,0
-169724.037614,-178803.472674,-173573.164472,-171856.349332,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169740.555554,-178751.370758,-173602.177036,-171757.308752,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169892.659175,-178433.908931,-173821.179428,-171126.788393,-187500.022352,-186154.156763,-187500.022352,-187500.022352,0
-169889.373468,-178440.525048,-173813.244559,-171139.126556,-187500.022352,-186174.407443,-187500.022352,-187500.022352,0
-169730.296103,-178752.130717,-173587.357829,-171763.567241,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169703.853989,-178778.662238,-173557.518251,-171824.945131,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169853.208346,-178463.145013,-173772.810253,-171199.029231,-187500.022352,-186375.461385,-187500.022352,-187500.022352,0
-169889.485227,-178388.579594,-173822.967568,-171050.479537,-187500.022352,-185990.765511,-187500.022352,-187500.022352,0
-169745.785862,-178694.932603,-173613.196446,-171655.474204,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169684.095047,-178804.165578,-173532.260779,-171878.589318,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169823.41347,-178514.710488,-173732.197134,-171302.115476,-187500.022352,-186652.600664,-187500.022352,-187500.022352,0
-169890.625166,-178357.957704,-173830.455402,-170996.589481,-187500.022352,-185883.343027,-187500.022352,-187500.022352,0
-169759.889812,-178626.446858,-173639.392691,-171529.455069,-187500.022352,-187217.563357,-187500.022352,-187500.022352,0
-169661.497433,-178805.372573,-173507.003308,-171893.408524,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169779.246423,-178559.391625,-173676.317772,-171403.391231,-187500.022352,-186942.033403,-187500.022352,-187500.022352,0
-169879.516349,-178337.371747,-173822.341719,-170967.3534,-187500.022352,-185845.702689,-187500.022352,-187500.022352,0
-169776.072475,-178555.591828,-173668.606421,-171398.250329,-187500.022352,-186919.033458,-187500.022352,-187500.022352,0
-169647.10291,-178791.916822,-173492.698192,-171878.254041,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169736.576943,-178607.023192,-173621.667757,-171509.09263,-187500.022352,-187237.858741,-187500.022352,-187500.022352,0
-169861.657305,-178332.990805,-173804.013288,-170969.499167,-187500.022352,-185885.824071,-187500.022352,-187500.022352,0
-169788.745915,-178482.859252,-173694.825017,-171266.039761,-187500.022352,-186623.141065,-187500.022352,-187500.022352,0
-169638.430433,-178761.473746,-173487.311421,-171830.622474,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169689.884149,-178646.518725,-173564.000257,-171603.551102,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169839.394967,-178346.021872,-173777.794692,-171003.295005,-187500.022352,-186002.433121,-187500.022352,-187500.022352,0
-169804.146266,-178419.827332,-173722.898808,-171148.581344,-187500.022352,-186356.775326,-187500.022352,-187500.022352,0
-169645.270067,-178725.599197,-173499.85075,-171763.589592,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169656.825919,-178690.059923,-173521.151962,-171695.684993,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169809.108354,-178371.10053,-173740.444927,-171062.370665,-187500.022352,-186183.817528,-187500.022352,-187500.022352,0
-169812.997557,-178363.120957,-173742.948323,-171045.875078,-187500.022352,-186131.492094,-187500.022352,-187500.022352,0
-169655.082483,-178674.614868,-173518.134477,-171669.466397,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169624.326482,-178718.357231,-173481.187043,-171762.40495,-187500.022352,-187500.022352,-187500.022352,-187500.022352,0
-169774.329039,-178407.75739,-173696.434342,-171143.976884,-187500.022352,-186420.053115,-187500.022352,-187500.022352,0
-169813.198723,-178314.975299,-173752.201945,-170963.441844,-187500.022352,-185961.395319,-187500.022352,-187500.022352,0
