-5527.16172065,-6295.61469503,-8937.92616581,-8322.64969619,-7513.04716027,-7889.98697877,-8052.64062317,5032.69642981,0
-5533.19669166,-6299.45919507,-8941.30127922,-8325.26485029,-7517.29399172,-7891.52924914,-8056.08279182,5028.78487453,0
-5550.85456978,-6314.70308479,-8955.82991312,-8340.30757431,-7532.04614306,-7906.3931592,-8070.74553618,5029.05309547,0
-5545.66896506,-6310.27743939,-8952.36539273,-8337.78182719,-7528.11223604,-7903.91211556,-8066.0293181,5028.04726697,0
-5535.70008703,-6300.9791137,-8943.42469495,-8329.35521953,-7517.71867486,-7895.2843422,-8054.65228017,5028.60606058,0
-5541.35507838,-6307.39406435,-8948.40913396,-8334.11614109,-7523.35131447,-7899.39706318,-8059.41320174,5028.33783964,0
-5558.34240417,-6325.40957039,-8964.86001788,-8350.52232152,-7541.90326237,-7915.08798779,-8077.58516998,5027.64493557,0
-5560.35406117,-6327.51063436,-8967.11754407,-8353.8303797,-7543.42318099,-7918.8654326,-8081.22850433,5028.29313615,0
-5544.37256388,-6312.98200047,-8955.67345091,-8342.72156271,-7530.52622444,-7908.65068539,-8069.96322512,5025.78974078,0
-5543.56790108,-6312.13263418,-8955.04760206,-8341.38045804,-7530.90620409,-7907.01900804,-8068.95739662,5022.83931051,0
-5562.76804957,-6329.43288439,-8971.45378249,-8357.76428673,-7548.87700664,-7923.06756056,-8085.60944624,5021.85583375,0
-5571.5299334,-6336.94307052,-8978.31576804,-8365.3415281,-7556.05191661,-7931.49416822,-8093.36550157,5024.15806343,0
-5562.09749724,-6327.5776896,-8967.11754407,-8355.28324309,-7544.20549204,-7921.43588322,-8082.52490551,5023.19693842,0
-5558.52121812,-6322.63795407,-8962.71425041,-8350.8128942,-7540.67391642,-7915.62442966,-8078.25572231,5020.51472908,0
-5574.3462532,-6337.41245716,-8978.33811979,-8365.85561822,-7557.03539336,-7929.90719436,-8094.32662658,5019.28538314,0
-5582.14701201,-6346.1296375,-8986.67532047,-8374.57279856,-7565.551408,-7939.45138925,-8103.2896761,5019.37479012,0
-5573.00514853,-6338.75356182,-8979.07572735,-8367.59905429,-7557.48242825,-7933.1929008,-8095.73478648,5020.62648781,0
-5567.52897114,-6334.05969549,-8975.56650347,-8363.59809203,-7553.74968693,-7928.32022051,-8091.26443759,5021.6770198,0
-5579.50950617,-6345.48143691,-8988.26229432,-8375.57862706,-7567.54071326,-7938.98200261,-8103.51319355,5020.38061862,0
-5588.07022429,-6353.75158235,-8996.80066071,-8384.51932484,-7576.95079767,-7948.70501145,-8113.92910647,5018.54777557,0
-5580.87296258,-6348.99066079,-8991.23507634,-8379.26666489,-7569.68648072,-7944.12290384,-8108.89996396,5020.80530176,0
-5574.97210204,-6341.81575082,-8985.28951231,-8373.16463866,-7562.98095739,-7937.68560144,-8101.8815162,5023.06282795,0
-5585.18684926,-6348.3424602,-8993.13497461,-8380.00427246,-7572.23457959,-7943.94408988,-8108.81055699,5020.96176397,0
-5592.38411097,-6358.1995795,-9000.93573343,-8387.80503128,-7581.51055354,-7952.12482835,-8118.31004838,5017.05020869,0
-5583.86809634,-6352.49988466,-8994.49843103,-8381.59124632,-7573.88860868,-7946.73805794,-8112.43153959,5017.22902265,0
-5572.62516887,-6341.50282639,-8985.20010533,-8372.47173458,-7563.1374196,-7937.52913922,-8101.85916446,5018.59247906,0
-5579.12952651,-6344.78853283,-8989.06695712,-8376.2044759,-7567.7642307,-7940.54662473,-8104.78724298,5017.0055052,0
-5596.34036974,-6359.13835277,-9002.99209392,-8389.90609526,-7583.25398961,-7954.20354059,-8120.18759491,5017.69840928,0
-5590.12658478,-6353.28219572,-8997.98530316,-8385.16752543,-7577.15196337,-7950.04611612,-8116.09722568,5016.49141508,0
-5578.9730643,-6343.40272467,-8988.48581177,-8375.77979276,-7566.91486441,-7940.36781077,-8106.21775463,5019.37479012,0
-5579.46480268,-6344.92264329,-8989.33517806,-8375.55627531,-7568.43478303,-7939.51844448,-8105.43544357,5018.16779592,0
-5595.26748601,-6359.47362894,-9003.03679741,-8388.83321152,-7583.0975274,-7952.9518429,-8119.27117339,5017.72076103,0
-5594.12754704,-6357.70784112,-9000.93573343,-8387.40269988,-7580.05769015,-7952.30364231,-8118.4218071,5017.27372614,0
-5578.14604976,-6344.38620143,-8987.68114897,-8374.30457763,-7565.43964928,-7939.45138925,-8104.36255984,5017.02785695,0
-5574.50271541,-6342.57571013,-8986.72002396,-8372.47173458,-7564.7467452,-7936.90329038,-8102.44030982,5017.92192673,0
-5589.23251501,-6355.49501842,-9000.64516075,-8385.45809811,-7579.27537909,-7949.66613646,-8116.49955708,5017.60900231,0
-5593.00995982,-6357.3949167,-9002.83563171,-8387.58151383,-7580.683539,-7952.77302894,-8119.80761526,5017.94427847,0
-5579.06247128,-6342.6651171,-8988.70932921,-8373.45521134,-7565.70787021,-7939.40668576,-8105.43544357,5016.91609823,0
